Parameter1,Parameter2,Parameter3,Parameter4,Parameter5,Parameter6,Parameter7,Parameter8,Parameter9,Parameter10,Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Quality_label
0.0006146580873312459,8.150604232293905e-08,2.741577757588906e-06,3.651887849728141e-05,0.013757105895018495,0.024587356954984613,6.64847242013557e-05,0.0007258600323919689,3.4099922154466674e-09,0.0003763691722996764,5.664633611057755e-08,8.632246736211126e-13,1.6662653903315752e-08,6.545405047788504e-10,3.008958275534921e-12,1.72538428016408e-08,5.628883031744143e-10,8.771561628751917e-12,9.540026996092368e-10,1.7149020609875657e-10,0.3333333333333333
2.6517539520933e-06,1.3994052968730365e-06,5.9388518936033796e-06,0.00048722409766191184,0.015355260366467647,0.029882111076724754,6.64847242013557e-05,0.0007258600323919689,3.4099922154466674e-09,0.0003763691722996764,3.352012057773887e-12,3.697890117061624e-08,9.259171410579148e-05,2.457941318601707e-10,1.2290443317202718e-12,1.493710776206234e-08,9.256322082345184e-10,1.9296002874253545e-11,7.242613634715489e-11,6.904041460779416e-11,0.3333333333333333
5.390076240206148e-07,1.4471509852438045e-06,1.591479185796668e-08,2.390849963013889e-06,0.015355260366467647,0.029882111076724754,6.64847242013557e-05,0.0007258600323919689,3.4099922154466674e-09,0.0003763691722996764,1.7278734018592237e-07,3.3389204566936365e-09,6.87547054626629e-08,6.545405047788504e-10,1.298632181558468e-11,1.6347704616675696e-09,3.529434855233551e-09,3.245513386264076e-11,5.369803274785687e-11,3.296033448347223e-11,0.3333333333333333
3.499309167545061e-08,1.9074878018095093e-05,8.537436065203834e-05,1.7067815150218952e-06,0.02660159359204416,0.07923339517485438,6.64847242013557e-05,0.0007258600323919689,3.4099922154466674e-09,0.0003763691722996764,1.0856545675587429e-07,2.6487941610534186e-07,1.4081582870568682e-06,9.625941182228594e-10,4.055322704317376e-12,1.9929813678414883e-08,1.8139910691523472e-08,2.7689412938442036e-10,6.421275221409763e-10,1.8669650198523216e-13,0.3333333333333333
6.826964976023208e-05,0.003933957231109977,1.3077400756257568e-05,1.1118633439069737e-06,0.02660159359204416,0.04413774054374569,6.64847242013557e-05,0.0007258600323919689,3.4099922154466674e-09,0.0003763691722996764,3.048886668844941e-09,0.00014110336593537842,2.5633538121191494e-07,3.724483203292226e-10,2.7512679340642486e-12,8.390026136578996e-09,2.639256563155415e-09,1.1775665285829514e-10,6.619072017202104e-12,1.4038304161224388e-11,0.3333333333333333
0.016172598824949983,3.587757955220045e-09,8.833686699833992e-08,0.0013273783418736487,0.011042485991093608,0.024587356954984613,6.64847242013557e-05,0.0007258600323919689,3.4099922154466674e-09,0.0003763691722996764,3.639338487949477e-13,3.903022689270592e-09,1.4218890189375057e-06,3.4466690212067993e-09,5.465534156572876e-12,9.275829951455891e-08,1.392650066210977e-08,2.925490589140168e-10,1.3130526534572469e-12,8.751272410952062e-13,0.3333333333333333
2.1339031526528237e-08,3.820807801928655e-07,6.501090092142358e-08,6.914623415778565e-07,0.011042485991093608,0.024587356954984613,6.64847242013557e-05,0.0007258600323919689,3.4099922154466674e-09,0.0003763691722996764,2.305599476449775e-05,2.7959749654434135e-10,1.812496161513753e-06,6.545405047788504e-10,3.936086161659337e-12,1.066953589140399e-08,2.822741739167527e-09,2.925490589140168e-10,8.621012649585849e-11,3.375897023984055e-12,0.3333333333333333
2.753847639503377e-05,4.478565625963734e-09,5.669159939654476e-09,7.904413990004178e-07,0.02660159359204416,0.07923339517485438,6.64847242013557e-05,0.0007258600323919689,3.4099922154466674e-09,0.0003763691722996764,7.226964654548137e-09,7.425789576599562e-08,2.826600492819037e-06,1.271077756253788e-08,1.113324169607546e-10,6.287671904234416e-09,4.4694317437249764e-08,9.240203104244857e-09,1.4102739347716501e-11,3.8565743163495925e-13,1.0
2.2231926642913654e-07,1.751895411283039e-10,3.2337883341383375e-07,1.0497387057557427e-09,0.07983777728194964,0.2553315522552553,4.242044462915856e-06,5.828822452589065e-07,2.9603433781794253e-10,0.10043317063037256,7.143830721551131e-07,1.1010220899064127e-12,1.9571173564993477e-06,2.916317007958709e-08,5.604513140180289e-11,7.29468302268756e-08,2.4247524453695885e-07,5.973756982999753e-10,3.977821331787856e-11,5.642554782886739e-12,0.6666666666666666
1.7631656504556722e-06,4.1487286193693064e-05,0.00019598878359777087,1.467176990123084e-07,0.4151064389313617,0.8228120492373259,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,4.8697239050126124e-11,2.8113769808874743e-09,1.313332657589638e-05,5.0682583564622045e-09,9.352376421054229e-12,7.653776699916739e-08,1.1938594137499471e-09,2.4124838561369855e-12,5.709378059890052e-13,1.8099676515565175e-13,0.3333333333333333
7.10459176530606e-06,4.970788373144889e-07,4.041739154188708e-07,8.243462546883696e-08,0.46332905640061745,0.6770196676220939,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,1.3611331777751152e-10,2.4434612185948167e-06,7.567681779376692e-06,3.923213656859607e-08,3.582078086976362e-11,2.311327484425833e-07,2.2449470278573453e-10,6.03956652128845e-11,5.139118182751713e-10,9.423624544311513e-12,1.0
3.249855373410454e-08,5.260581054026791e-08,1.7411735297274742e-06,5.5172317974120266e-05,0.4151064389313617,0.6770196676220939,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,5.8050216298652696e-08,1.0250666490735325e-09,3.4134899344523115e-06,3.9658188287993363e-07,1.698748133537761e-11,3.421176845353679e-05,9.785562425426512e-09,1.3922325568741089e-11,4.0121947958580156e-10,8.651899592526725e-12,0.0
3.54611616543216e-08,8.49169921514065e-06,0.00021566662796256668,1.288042892610097e-06,0.3719027615513635,0.3771405311536152,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,8.456346934331201e-07,6.049179573248783e-08,2.2936889233525124e-05,2.2088733332497393e-09,1.1874220477284839e-11,1.356810158215247e-08,1.7199828092261409e-09,3.8492278977873854e-11,1.1778859098461849e-11,3.375897023984055e-12,0.3333333333333333
0.0007039347916914864,6.150480964329733e-08,0.0007227680260733555,2.4697619838653086e-08,0.3719027615513635,0.3771405311536152,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,0.0013306092997272397,5.377429815376643e-06,3.3133157991943444e-05,1.0638651333453311e-08,1.1186246167817424e-11,2.001038295772071e-07,5.494390029083772e-10,1.3509331367262908e-11,2.6995761908584973e-10,1.056050492505014e-11,0.3333333333333333
6.930653079432377e-07,3.4731155087831372e-09,6.293021452873251e-08,5.975934439850631e-06,0.2985171379250409,0.3771405311536152,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,2.5510142217154178e-14,7.211891330474541e-07,1.5005655153303926e-06,0.00010162688586366668,1.8869670239655307e-08,3.4079628946762937e-06,4.78862142337563e-07,1.182117259531722e-08,2.832655140787248e-09,2.92638459969013e-12,0.0
5.4753295068664447e-08,1.2812193294583583e-08,1.4523498311281449e-05,1.0896981842945845e-07,0.4151064389313617,0.6770196676220939,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,5.692555506536656e-08,5.358606415394384e-06,2.4296725160502914e-06,3.589217888576985e-08,1.4202577111556611e-11,9.770502395090117e-07,2.1726785344617189e-07,5.552685149656528e-11,2.9035813560142226e-09,2.2152459586376393e-09,0.3333333333333333
2.5174227425442104e-08,4.49795284717566e-11,3.2975315070444843e-09,2.486363381170828e-05,0.2985171379250409,0.3771405311536152,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,1.7545342138863328e-08,1.4208904657047638e-07,2.220580441998596e-06,4.334856728882273e-07,2.136362774550912e-09,1.6444207816492732e-08,1.14938562258114e-07,6.851733488445936e-10,3.7249777699458503e-10,8.172791983686903e-12,0.6666666666666666
3.19303972958721e-09,4.666489401111186e-08,3.228229557655953e-08,7.365536674243107e-07,0.3719027615513635,0.6770196676220939,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,1.1451620742669823e-08,9.780160092873221e-08,6.433983879456572e-07,1.869059662403251e-08,6.345058185244735e-12,1.128553441906965e-06,1.535331487701486e-09,7.002420615280642e-12,1.2837205181980284e-09,3.0264530264000417e-11,0.3333333333333333
6.138527828353414e-05,1.0915982554376048e-09,1.1841217273016981e-08,1.8032147231729397e-07,0.33319566025507,1.0,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,3.0164756960110485e-07,2.7726936089053e-07,0.14058177053885348,7.370203940266974e-10,9.635680650091773e-12,3.2069347040729973e-09,9.043080257285454e-10,3.6051466506669147e-12,7.558445378337179e-12,2.94328092081055e-10,0.3333333333333333
4.582580507433051e-08,2.280888733008703e-10,1.6007812019749467e-05,3.302741833681881e-05,0.33319566025507,0.3771405311536152,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,8.586176990356126e-07,2.672906367918082e-07,0.03386522119167633,1.075436799999649e-07,6.315076074017846e-11,4.986072553071897e-07,1.0887558485252468e-09,3.8492278977873854e-11,9.079478849254271e-10,2.535624183929534e-13,0.6666666666666666
8.829439821839934e-05,3.1409366487676214e-07,3.078272978387584e-05,2.2930429565571498e-08,0.4151064389313617,0.5570599387265667,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,1.1471978014882086e-10,2.0530715339970804e-08,3.3805821590361756e-06,9.001211614463656e-08,6.537266161768723e-12,1.5115193509244471e-05,2.5807309561451425e-09,3.2124980956578907e-12,7.612410585774481e-11,1.9859378330354072e-13,0.0
3.673346024983428e-07,1.7380641700778834e-06,7.605635155037314e-08,1.746164515666708e-05,0.4151064389313617,0.4583556278616446,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,1.973686820273069e-09,4.276019222352115e-10,2.1078180927421578e-05,3.599042772977564e-05,2.395771132196461e-08,4.5292010019744333e-07,1.2276526234800393e-07,6.8379180752434414e-09,2.2141449934074494e-10,2.481709227861805e-10,0.0
0.00016998539448451585,9.97564751699764e-10,6.3716915979828964e-06,1.9008452695675425e-05,0.33319566025507,0.3771405311536152,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,1.734468647221195e-13,3.849703554066358e-06,4.8331291448032377e-05,3.522170398696263e-07,8.017886712060729e-11,2.3203202539927596e-06,6.1509037778015006e-09,5.654852313638917e-10,7.760662444586982e-12,3.4241400996744594e-13,0.6666666666666666
6.790177238314493e-07,7.854993799104586e-09,0.0012487249615689589,1.0957222937649263e-06,0.33319566025507,0.3771405311536152,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,2.885076167458613e-09,1.4994711611122012e-07,2.3752492946672223e-05,2.440901335915881e-08,2.0318453670842785e-11,2.8011479111735255e-07,1.759407593512126e-09,4.3104332715435134e-11,9.28881435424247e-11,1.0113369220199327e-12,0.3333333333333333
1.0720400119531116e-09,1.996879244273595e-06,1.8885856640480743e-10,0.008213619867106869,0.4151064389313617,0.5570599387265667,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,4.432900565897533e-10,7.458302430500786e-11,3.743641903347127e-06,5.7688728185678404e-08,1.3785001901401435e-11,2.1077115958856966e-06,8.200622500803759e-09,1.5960187658701634e-10,1.5035330328581456e-12,4.34108595595577e-13,0.3333333333333333
2.7135201846972144e-05,0.0004574062446494545,3.1849520256920965e-05,0.00037369685335511804,0.33319566025507,0.5570599387265667,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,2.5976099107555525e-08,1.3512550590217328e-10,5.448887823282157e-05,8.234912629349796e-08,9.590049921835831e-11,1.6511265482985567e-07,1.2201160810958695e-08,3.643279303336481e-09,1.1185489328672672e-11,4.742390680350144e-13,1.0
5.237638836502766e-07,3.030641898180781e-06,1.4346756753530488e-06,2.8386156560214637e-06,0.2985171379250409,0.5570599387265667,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,1.8625544486882432e-07,1.3574643775826358e-06,0.0017747100712067435,6.618961395612207e-09,4.850538376145185e-12,3.3947702643313446e-07,1.2499744121487406e-09,8.771561628751917e-12,3.337370048636178e-11,3.4889587019368495e-11,0.3333333333333333
3.7279191557301165e-07,1.4366130976567458e-06,5.438969759411238e-07,2.8596641792087323e-06,0.267447905905091,0.5570599387265667,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,4.800770424562443e-10,4.928134195243623e-12,0.00012661677040589058,7.994261208923222e-08,2.0318453670842785e-11,1.9145840288105834e-06,3.69035727618525e-09,1.3107486002367465e-11,1.6443487799451453e-10,8.901864052017921e-12,0.3333333333333333
1.065576812245271e-06,4.451692932076725e-08,8.0754658122859e-06,4.0716136218519816e-05,0.4151064389313617,0.6770196676220939,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,5.517521164982549e-09,4.0004027829145204e-12,1.513322469983814e-06,7.994261208923222e-08,1.5532740914111988e-11,2.9504602622455096e-06,3.516373760185168e-10,2.58030971969825e-11,2.9807643141457474e-10,1.2025216700725981e-12,0.3333333333333333
1.206628233308616e-05,1.2132259206401239e-08,1.5565473993434063e-09,7.314402035325669e-09,0.33319566025507,0.4583556278616446,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,7.000528871948291e-07,9.906445061334178e-09,3.9426946420642e-07,8.234912629349796e-08,9.308092951388623e-11,1.817682059703089e-07,1.9700494241788765e-09,1.4691374023760737e-10,3.327911647484735e-12,3.7844583871634894e-12,1.0
1.424724891457959e-06,1.2158142996598175e-09,0.00029011168793927744,5.287623141338857e-06,0.2985171379250409,0.5570599387265667,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,3.878626897599064e-05,3.4367026834517046e-09,1.6104171562572476e-06,9.551295540011172e-08,5.1245691191549786e-11,5.759224892737528e-07,1.7199828092261409e-09,7.983971545673279e-11,1.1053870218124387e-10,4.8927116148094775e-12,1.0
6.505896736088993e-06,2.8685300317523372e-12,7.55638818794862e-07,0.005818401228817204,0.2985171379250409,0.3771405311536152,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,1.542707012464313e-07,4.611301267864687e-10,0.003509201347962036,1.024502001738025e-06,2.8079287190526323e-10,1.739152522415527e-06,4.034190034316941e-09,7.983971545673279e-11,2.2299725380478705e-11,4.5084874778453866e-10,0.6666666666666666
1.0030328531168106e-05,7.924678730516894e-06,9.249252363112937e-07,1.7921417875204027e-06,0.46332905640061745,1.0,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,1.4579075954513682e-06,1.8493856402854485e-08,1.2314115644966288e-08,2.3003223015662396e-08,4.414244940176789e-11,7.29468302268756e-08,6.347462798389091e-10,2.8947256104817028e-11,7.242613634715489e-11,7.142070420587431e-13,1.0
4.962378101292059e-07,5.595926130612227e-07,2.1269176974177855e-06,3.763818633969376e-08,0.33319566025507,0.4583556278616446,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,8.748965851157521e-08,2.0995065767478956e-10,7.92641449151876e-09,9.838818237036376e-08,6.315076074017846e-11,4.31671208589271e-07,2.20512352711244e-09,3.1541843893454174e-11,7.425226330088735e-11,6.544596645836658e-13,1.0
0.000245522164991022,8.016187312449816e-08,7.907234113359791e-07,1.8360856092951107e-07,0.5171536606150416,0.5570599387265667,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,6.015379420072715e-11,6.263265183946076e-08,0.000595533548315093,2.7483576290788674e-08,1.0805913459752494e-10,2.3020723951281576e-08,1.5007712178054824e-09,1.390155726132023e-10,3.5091903483144846e-11,1.3493466046137268e-12,1.0
0.009483665565645335,3.4926878625261887e-09,4.95074436200201e-07,4.3553529931227965e-07,0.5171536606150416,0.6770196676220939,4.242044462915856e-06,5.828822452589065e-07,3.4099922154466674e-09,0.2689342789130328,9.628670727264293e-14,3.081565717975735e-09,3.3280917389159444e-07,9.838818237036376e-08,3.690585340738143e-11,1.0251450297438126e-06,1.0887558485252468e-09,1.3522566860546195e-10,2.5949052330893506e-11,4.0919451882819394e-13,0.6666666666666666
9.093766324867987e-06,0.0002806253926549443,7.573122865166173e-07,9.849322784972035e-06,8.710005056710626e-06,2.665918524548871e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,8.240213308273697e-06,1.186523651243538e-10,7.60954324397734e-10,6.098409409434889e-08,0.003570119078491419,8.350268549049092e-07,2.3203202539927596e-06,0.019241281288490456,0.005518890090055112,2.9676246011460544e-08,9.439260960343049e-11,0.0
1.2907119098313036e-06,0.00012006800275940806,9.472313223000863e-07,0.00017402985216211813,6.260308478853695e-06,2.665918524548871e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,8.240213308273697e-06,5.058351551321585e-12,7.974761316235814e-07,0.00013034792438002614,3.3917651469872894e-05,8.350268549049092e-07,1.2848444270964252e-09,6.682962240195066e-05,6.553649698961803e-05,1.0008035708883952e-10,7.103172637969798e-11,0.0
1.449462016263199e-05,1.3179054873253128e-06,3.621063908856303e-08,0.00022486057934814087,8.710005056710626e-06,2.665918524548871e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,8.240213308273697e-06,3.487881366864334e-09,1.7469538668068529e-10,6.041302156997216e-05,2.668040978827356e-08,1.4135228421273737e-10,1.423616226387284e-08,1.9809669161424436e-08,5.344838155928289e-09,7.2493572228605174e-09,3.3911250568543285e-11,0.6666666666666666
6.406703990878164e-06,1.998105976862696e-05,1.1506347876542813e-05,2.3711165527084456e-06,0.0007898401309890836,0.0006045154529035803,0.00410248781093503,5.828822452589065e-07,1.3200503020010018e-07,0.027008620730528204,6.991373687898204e-11,3.686339576935615e-12,1.5477469802155062e-05,1.5064713421092623e-06,3.3745404251644843e-11,9.846434594610303e-05,6.1509037778015006e-09,5.200516338754933e-09,2.5506574522851386e-07,3.8940665941596136e-12,0.0
8.46610272302779e-06,3.5582758247828104e-05,0.00040517492513252116,1.7003346262376698e-05,0.0007898401309890836,0.0006045154529035803,0.00410248781093503,5.828822452589065e-07,1.3200503020010018e-07,0.027008620730528204,3.9088527148856927e-08,0.00011795179760722112,0.0009552447615254308,1.0989104572563133e-05,5.746842515542255e-10,2.5642801928019205e-05,3.0200054627813666e-07,2.9167239511956185e-08,5.930435162506743e-08,2.4104855687228853e-11,0.0
1.8541212753981788e-05,1.567326175587802e-05,7.634319640887274e-06,0.0010321128985016706,0.0007076334735160947,0.0006045154529035803,0.00410248781093503,5.828822452589065e-07,1.3200503020010018e-07,0.027008620730528204,7.274430297377458e-10,3.3661454562640723e-09,2.669622134700263e-06,1.0356215304214435e-05,3.3585119279291677e-10,5.5317039143453106e-05,1.7871874428526047e-06,5.1819007925792084e-08,2.055476836213787e-10,1.850836169918477e-12,0.0
1.915948211552451e-08,6.355642008625568e-10,1.1029203698705541e-06,9.163756339213561e-07,0.0007076334735160947,0.0004973983794039432,0.00410248781093503,5.828822452589065e-07,1.3200503020010018e-07,0.027008620730528204,1.5008073135347242e-09,1.7658096276040426e-10,0.0009629607923271165,5.495658597376397e-07,2.503873627023611e-11,3.1076982443635124e-05,3.945381528918279e-09,1.686581870160183e-10,9.283031318534705e-09,6.324086438884121e-12,0.0
6.112154523151386e-08,2.3964689519247973e-07,1.353184303826596e-06,1.0356617385789718e-05,0.0006339827657291266,0.0006045154529035803,0.00410248781093503,5.828822452589065e-07,1.3200503020010018e-07,0.027008620730528204,1.1793241815456825e-09,2.3724992903772756e-06,6.048899193826295e-07,6.007055109054662e-07,1.1874220477284839e-11,0.00011933074639470018,2.3073317896329928e-10,1.429106240834682e-10,3.032639093424135e-07,1.975222997241239e-11,0.0
1.1381046242019754e-10,2.370889577518015e-06,2.432305700626524e-09,9.382271353242841e-05,6.988950444658107e-06,3.240522167947089e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,7.8769689720604e-09,1.306490186649978e-10,2.9094223562031998e-05,9.071400689798941e-10,5.9774293618577665e-12,9.691562498389356e-09,1.0395647235768324e-09,2.3475690130001604e-10,2.5949052330893506e-11,1.238652231147817e-13,0.3333333333333333
6.89956068321913e-08,1.5723103025584674e-08,6.918198432038697e-06,1.3767607100587073e-05,8.710005056710626e-06,3.240522167947089e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,2.0519175391366223e-09,7.726639564005256e-11,2.7065043426968177e-05,3.4466690212067993e-09,4.178171103568901e-12,1.499832330147238e-07,1.8543709343761443e-08,1.8832793846137133e-10,4.645064635701098e-09,9.159036420821406e-12,0.3333333333333333
4.769557647297556e-06,1.2605834153956859e-06,5.5900689279476225e-05,8.290630555630869e-07,8.710005056710626e-06,3.240522167947089e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,2.5392635152469954e-08,1.5158518314029317e-05,5.1036441801468386e-05,6.305695481512187e-08,7.589248554133758e-12,6.364781139578194e-06,1.0003970117743309e-08,2.1027310269118962e-10,1.3152456870137296e-10,4.5084874778453866e-10,0.3333333333333333
5.301090041160865e-07,4.979396594487859e-10,4.875451741430324e-06,1.3428376840545543e-05,6.988950444658107e-06,2.665918524548871e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,1.0818423202715224e-08,2.307968318463976e-13,1.0680889006221004e-05,6.2377434013592135e-09,4.850538376145185e-12,3.083707943310902e-07,5.2668402466965935e-09,4.796479954655489e-10,2.4851571738157184e-12,5.821134680473428e-11,0.3333333333333333
3.7731500903924705e-08,0.00017409115940686997,8.405700892805168e-06,4.797116893100803e-05,6.260308478853695e-06,2.665918524548871e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,1.2534915100552944e-07,1.2633107180427554e-06,2.8531696676569104e-05,2.0208026594099768e-09,6.970554578087538e-13,1.128553441906965e-06,1.926051772952426e-09,2.168741583851099e-11,7.760662444586982e-12,7.35282289983459e-13,0.3333333333333333
6.507064218936067e-07,9.094770156341669e-07,1.2101495372925e-05,9.94685036133423e-07,9.723226509880966e-06,2.665918524548871e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,0.0003282614656473147,6.728895846224355e-11,1.49225799257655e-06,3.6573188181655066e-09,8.551467803607029e-12,5.210979082910199e-08,5.384973182006725e-09,3.6448548129951886e-10,1.6038017248320092e-09,2.2132969262611873e-11,0.3333333333333333
7.827593033826276e-06,1.193979743336161e-06,0.00023669889835632694,1.0494326440746186e-05,5.607502512105616e-06,2.665918524548871e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,4.31912771183962e-09,3.1328086943320826e-11,2.514136406243998e-05,2.1188019973638667e-10,2.1113247223479852e-13,2.001038295772071e-07,4.217763014270217e-09,7.042210543641902e-10,1.727972383856186e-10,5.655359983844608e-13,0.3333333333333333
5.283107788942307e-06,1.411170419688586e-10,3.1008451762202657e-09,2.2558540697820444e-06,8.710005056710626e-06,3.240522167947089e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,0.00017474356505709605,9.434862239933888e-12,6.414327526234745e-05,2.414444846432029e-09,1.9721066031625747e-11,6.922289330352157e-09,9.642028658009747e-08,3.0908470234030083e-10,4.182109363021452e-11,2.9708624083534414e-14,0.3333333333333333
0.00010258674606270385,5.370998624275265e-09,4.6585816403690854e-07,0.0002249257917696216,8.710005056710626e-06,2.665918524548871e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,8.826702386983731e-05,1.899446218298993e-07,2.285131114471163e-05,9.625941182228594e-10,4.589403871641447e-13,6.652263202647786e-07,8.573476956900414e-11,1.3509331367262908e-11,8.850265571785055e-12,1.2376778299867666e-12,0.3333333333333333
8.327267457593034e-05,1.1835780498148761e-05,2.261982618843882e-06,1.1732765604975598e-05,8.710005056710626e-06,2.665918524548871e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,3.1150326754452196e-08,1.0839606639087939e-09,5.690863659171827e-05,5.878480678330044e-09,4.850538376145185e-12,2.8011479111735255e-07,1.2499744121487406e-09,9.012789017316227e-10,3.173839922431618e-11,1.0113369220199327e-12,0.3333333333333333
0.015466262973267662,0.009011968940106599,3.051247486917732e-07,3.558775239643579e-07,8.710005056710626e-06,3.240522167947089e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,6.829909804546233e-06,5.83599871541736e-11,4.63218473300706e-07,8.14624689613726e-09,8.551467803607029e-12,1.9071579830871535e-07,1.2473172936465724e-08,1.218334345619158e-09,8.408797422843862e-09,1.975222997241239e-11,0.3333333333333333
7.894338537524946e-07,1.7250292650930129e-07,3.3898385982991773e-06,0.0012941528892177147,6.260308478853695e-06,2.665918524548871e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,1.5537928570350075e-09,1.3077341168553823e-10,8.049070188758926e-09,2.718600037386435e-09,1.4700791880271306e-12,5.489029478782781e-07,3.989924315274573e-10,1.819495295868016e-11,1.9646042971208988e-11,1.056050492505014e-11,0.3333333333333333
3.7231705087655287e-07,0.00012977280843219806,0.00064750319924167,0.03477583701127184,8.710005056710626e-06,3.240522167947089e-05,0.06405078546594023,0.06018477921235284,3.4099922154466674e-09,0.00019422854105236528,9.894349790480967e-10,4.733943766918312e-09,9.663004350308663e-07,6.26092663791367e-11,1.566031128458842e-13,4.2997133353799505e-08,2.4362851660176357e-10,7.719345741508946e-12,2.345653227978125e-11,6.522366152444221e-11,0.3333333333333333
9.181163274978127e-07,3.5318074656032586e-05,0.004207075465340149,9.994379500688529e-06,5.060480001256149e-05,0.00027707016234474044,0.00410248781093503,5.828822452589065e-07,3.4099922154466674e-09,5.07880840418654e-05,2.99902526526557e-09,8.017606533539559e-11,9.876651403020156e-06,9.759775667705714e-06,4.663461218359352e-10,3.1076982443635124e-05,4.115239905485487e-06,3.344436103831399e-08,2.0036592988201487e-09,5.823027769529038e-10,0.0
0.00014948748543415158,5.110852310783956e-05,3.244834510835614e-05,0.0010369234178491703,5.6484909626332844e-05,0.0001269837663744862,0.00410248781093503,5.828822452589065e-07,3.4099922154466674e-09,5.07880840418654e-05,9.921755280424125e-10,3.9721347717085905e-13,0.00040514446006914757,6.911313473954499e-05,1.741902506340735e-10,0.0036174655198360026,7.933551227294712e-07,1.0623547818167198e-09,2.6959570513366926e-09,4.909873504096545e-10,0.0
2.5229418392322465e-08,4.888693983274547e-05,5.1341740151852646e-08,3.7831862206794284e-07,0.015355260366467647,0.024587356954984613,1.681307462497814e-05,0.0008874833342791698,3.4099922154466674e-09,8.240213308273697e-06,4.2346660195106707e-10,9.600914360537698e-12,1.14183748856159e-06,1.9887246564685926e-05,3.133909647821773e-08,1.0714208602665298e-07,3.8448337370694663e-07,3.177191933895028e-09,6.721101975700368e-11,1.0264052839185666e-11,0.0
3.459871911780912e-07,3.0035089571120127e-08,3.206107887798468e-07,8.79937659293594e-06,0.009893198821845327,0.024587356954984613,1.0605354797544867e-06,0.0008874833342791698,3.4099922154466674e-09,2.538540126024567e-05,1.4590031971924493e-10,6.688118915301848e-12,3.254479256335901e-10,3.589217888576985e-08,2.8079287190526323e-10,7.620921645881573e-09,9.785562425426512e-09,1.2106189480734305e-10,3.3737069096716647e-10,5.179924770727793e-12,1.0
